platform,type,query,title,description,url,display_url,creative_image,position,timestamp,is_premium
Яндекс,Яндекс.Директ,туры по россии,magput.ru›tours/mnogodnevnye-tury,"Мы приглашаем вас в многодневные автобусные, ж/д и авиа туры по России и странам СНГ из Москвы! Это увлекательные, но притом недорогие...",https://magput.ru/tours/mnogodnevnye-tury,magput.ru›tours/mnogodnevnye-tury,,11,2025-11-12 16:47:36,False
Яндекс,Яндекс.Директ,туры по россии,sletat.ru›trips/search/ekskursionnyy-tur/,Найти и купить Экскурсионный тур на 2025 год по цене от 2900 руб поиск Экскурсионный тур от туроператоров Слетать.ру.,https://sletat.ru/trips/search/ekskursionnyy-tur/,sletat.ru›trips/search/ekskursionnyy-tur/,,12,2025-11-12 16:47:36,False
Яндекс,Яндекс.Директ,туры по россии,experience.tripster.ru›tours/russia/,"Фото - Экскурсия: ""9 городов Золотого кольца России на внедорожнике: индивидуальный комфорт-тур"". 4 дня. Москва и окрестности.",https://experience.tripster.ru/tours/russia/,experience.tripster.ru›tours/russia/,,13,2025-11-12 16:47:36,False
Яндекс,Яндекс.Директ,туры по россии,intourist.ru›Экскурсионные туры›Экскурсионные туры в Россию,"Проживание у моря, в горах или в центре исторических городов делает экскурсионные туры по России комфортными и разнообразными.",https://intourist.ru/info/russia/excursions,intourist.ru,,14,2025-11-12 16:47:36,False
Яндекс,Яндекс.Директ,туры по россии,1001tur.ru›russia/,"Мы проясним для вас любые вопросы: маршрут, цены, транспорт. Подобрать тур по России с вылетом из Москвы или из любого другого региона вы также...",https://www.1001tur.ru/russia/,1001tur.ru›russia/,,15,2025-11-12 16:47:36,False
Яндекс,Яндекс.Директ,туры по россии,russiadiscovery.ru›tours/,Активный отдых в России. Предлагаем разнообразные формы активного отдыха на природе. Участникам экстремальных туров предоставляется техника и...,https://www.russiadiscovery.ru/tours/,russiadiscovery.ru›tours/,,16,2025-11-12 16:47:37,False
Яндекс,Яндекс.Директ,туры по россии,travelata.ru›Все страны,Туры по России. Правила визирования по странам. Страна. Тип визы. ... Количество отелей в Россию из Москвы: найдено 25 отелей.,https://travelata.ru/rossiya,travelata.ru,,17,2025-11-12 16:47:37,False
Яндекс,Яндекс.Директ,туры по россии,onlinetours.ru›Все страны›Россия — поиск тура от всех туроператоров 2025,"Как выбрать и купить тур в Россию. Туры в Россию – это богатая экскурсионная программа, беззаботный пляжный и активный горнолыжный отдых.",https://www.onlinetours.ru/tury/russia,www.onlinetours.ru,,18,2025-11-12 16:47:37,False
Яндекс,Яндекс.Директ,туры по россии,coral.ru›main/russia/,"Купить путевку по России от надежного туроператора CORAL TRAVEL! Удобные вылеты, большой выбор отелей, бронирование онлайн...",https://www.coral.ru/main/russia/,coral.ru›main/russia/,,19,2025-11-12 16:47:37,False
Яндекс,Яндекс.Директ,туры по россии,goryachiekluchi.ru›новый-год-суздаль…,Приглашаем Вас встретить Новый 2026 год в особенной атмосфере древнего Суздаля. · Большая территория. Новогодняя программа. Широкие русские гуляния. Спа и Бани. Коттеджи. Персональный менеджер. Премиум-уровень. Детская комната,https://yabs.yandex.ru/count/WcqejI_zOoVX2LaQ0lqI0DDYXYMSm0cOlM42UZFyj_j0m7i10HtwV2vtzco_S-SDTxv-n-iDTxX3H4epHbY7g5KSIqbrZRfg9ACEGUX63QCY4abAHTOQLX9BI2E4PWGj3T6m2iq8ejv0Cf91WWHFqf6Iqem5Ti2KpHFNfPLZfD97CECiRGC3CEWuca3au-FZurC2OufSW1R6L641MXXJX0LeOKn5AK0BOsgm02sCAIW5Q65C2HQWFH5v9EThWlopeSnBHucSBhr4gyJkGxZvmUizS5dq-DIsqwwfGpNk6xUbJsTKUkDEwTIEubAxZagXJbmApPzGwFGPbTeiSB0U2f2DJiXNvuBbnkibuvgCO1NYWO5lTZe3gGQ6XfpFDqo06y01RE1wBI3MZh2VbbR3tWpxQMarR7l84WNWqbCrvHcQRHiEmmVIQaW8u0l6r600MngirNunmOG9rVOkc37uIAA_8Ha4PoriJRZTLNLmm1OZ5dRGOKqUOGhR1dQ4OyXDPepkOSmQFCWbGE3ALmGpC2WWOZc3IqvCKuzkVdEm97yu04NSFZY09OZ_Is5Bq_TIsDBqkJDJHFwUWblujGb0UldP122zCCtClJ5cUO8R57EywxgkqsOBK9eWkN9SQUcTWuyiRFJMy_cot-jIwEJ9tyjGIvGVqnwSm9Fa7QB_Udqn29NTRsbTPz8NWr3PlVPFHhaLOVDPBrIZ5S3sUbR7iBnHVXij8F83dhJG0HNy2ZveyXFyuZTsup3btITpYnKRcUDUzV5-jeMT7SLvJ7BqODiwOf-5mb9PIEMro7QlC_P4AWviqHALLrBnrR9rQ0G0~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,20,2025-11-12 16:47:37,False
Яндекс,Яндекс.Директ,туры по россии,азимут-тур.рф›Туры-на-теплоходах-2...,Выгодные Круизы Без Наценок. Подбор За 15 Мин. Есть Скидки и Рассрочка,https://yabs.yandex.ru/count/WrGejI_zOoVX2LbZ13KQ04Ehf5F7RW9cdm3N6oQWDyD_kmy4l1CGq5NaD2ftca2Vp-NEdkrtxdpNryxNxtYzuGxtoNFqWsITeMJ4etGqu-Y7-WCau-TvOWh2YG843m2gGYJmL8L-U7Bmv30guaco9b6HPXnLgrHR2ftYjnH_IcsUgj1FbPh3oSDJ5GAISSDA8qV-Z4wTkVEEGfrFdghGJuuSrYAZ8Xvh47NeA0SUlVEezEcKMeMAg3MCa8IAZ920Qgkrg8YAH2B9cYIqX1HK8rbh227LLA6af2MagWmW8XnBrXf0ITAwhkkY4PYCEs3AvedhqienKkaZc76Mje4167GSOKoH2z32c2eiG0jZYh00BOofA0LeOKmD5g25CGMb02sCAS42j2tYj7A-9ln-c2o1ENANqwNx79tuVGZ3VF3ckmVk2ofMdg3ydc0v7E3BeiUdjfrsJHsgST-uBNqwez8RTqgdTXINsdLK2dNYKcZ-X4AdpwZKPe63zL20R7H2lZeNB3TUiJmdIJmev_CD4-06S00RkFWKo3D4hrNOJqkhOM-6_RIq6hOzP8a2SEcfchBl0v9Dz3JRDXo63wJLa1305uofmG2s3kXQBmOVIVGt98FWh8Mj2M-858Y9GPeMTj1X2KJPGM7hAUWm4yf_5_V5a9iw5ioanMfZnCmOtSEODNYGIu30bQy8Pc1GGCHo1fUScAOUtVoAe0Bsmzxh1UM3A_mj_c-C5DZtnaY1VUu4mUxVxSAuh_rGXlhP3sKefdafpcAM9tItTbtNTTfi0KeJ91U58bzTz4wXo5SNlQNxVFbpEOagy-JlnNKrzcFQWn7e4Zd--Y-jwqmw60qDokzuDwlCnJfnAVFQF-dKnjSbLACLmFPwLiVmWvIVSPftUC2J5Zex_0FQGoBy72DGWebLxnROMGu_uWZmdoyj_ZPsKXP73LjWPIJwKqc3sq3bT_RWBNJAIpLPBeLNJGPK4vT1QegUG3x9QrlY3bMq9StEZLxTn1F7agBjGMaC5q5WTXioS3cD-8kdbGC3MWJOpXiCNgIR5oH2Q5jSbXaRqhulyd-Va0cQah9Wbb9_DtfErKSNyDp9-J5SmG_6Qwr9NjlYCJBMU2g4W2gZbe2BGgRxwjFRTmC0~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,21,2025-11-12 16:47:37,False
